[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Balance Sheet],[Balance Sheet_Name],[US 1120 Balance Sheet],[US 1120 Balance Sheet_Name],[Profit & Loss],[Profit & Loss_Name],[US 1120 Income Statement],[US 1120 Income Statement_Name],[Cash Flow],[Cash Flow_Name]
411,ACREEDORES.EFECTOS A PAGAR,ACREEDORES.EFECTOS A PAGAR,Liability,,,Yes,,41,,,,,,,,,,
412,ACREED.PREST.SERV.(GRUPO),ACREED.PREST.SERV.(GRUPO),Liability,,,Yes,,41,,,,,,,,,,
413,ACREED.PREST.SERV.(ASOC.),ACREED.PREST.SERV.(ASOC.),Liability,,,Yes,,41,,,,,,,,,,
414,ACREED.PREST.SERV. (O.P.V),ACREED.PREST.SERV. (O.P.V),Liability,,,Yes,,41,,,,,,,,,,
419,ACREED..OPERAC.EN COMUN,ACREED..OPERAC.EN COMUN,Liability,,,Yes,,41,,,,,,,,,,
430,CLIENTES,CLIENTES,Asset,,,Yes,,43,,,,,,,,,,
431,CLIENTES.EFECTOS A COBRAR,CLIENTES.EFECTOS A COBRAR,Asset,,,Yes,,43,,,,,,,,,,
432,CLIENTES OP. FACTORING,CLIENTES OP. FACTORING,Asset,,,Yes,,43,,,,,,,,,,
433,CLIENTES (GRUPO),CLIENTES (GRUPO),Asset,,,Yes,,43,,,,,,,,,,
434,CLIENTES (ASOC),CLIENTES (ASOC),Asset,,,Yes,,43,,,,,,,,,,
435,CLIENTES (OTRAS PART.VINC),CLIENTES (OTRAS PART.VINC),Asset,,,Yes,,43,,,,,,,,,,
436,CLIENTES DE DUDOSO COBRO,CLIENTES DE DUDOSO COBRO,Asset,,,Yes,,43,,,,,,,,,,
437,ENV/EMB DEVOLVER CLIENTES,ENV/EMB DEVOLVER CLIENTES,Asset,,,Yes,,43,,,,,,,,,,
438,ANTICIPOS DE CLIENTES,ANTICIPOS DE CLIENTES,Liability,,,Yes,,43,,,,,,,,,,
440,DEUDORES,DEUDORES,Asset,,,Yes,,44,,,,,,,,,,
441,DEUDORES EFECTOS A COBRAR,DEUDORES EFECTOS A COBRAR,Asset,,,Yes,,44,,,,,,,,,,
442,DEUDORES EUROS (GRUPO),DEUDORES EUROS (GRUPO),Asset,,,Yes,,44,,,,,,,,,,
443,DEUDORES EUROS (ASOC),DEUDORES EUROS (ASOC),Asset,,,Yes,,44,,,,,,,,,,
444,DEUDORES EUROS(O.P.VINC.),DEUDORES EUROS(O.P.VINC.),Asset,,,Yes,,44,,,,,,,,,,
446,DEUDORES DE DUDOSO COBRO,DEUDORES DE DUDOSO COBRO,Asset,,,Yes,,44,,,,,,,,,,
449,DEUDORES OPERACIONES EN COMUN,DEUDORES OPERACIONES EN COMUN,Asset,,,Yes,,44,,,,,,,,,,
460,ANTICIPOS DE REMUNERACION,ANTICIPOS DE REMUNERACION,Asset,,,Yes,,46,,,,,,,,,,
465,REMUNERACIONES PDTES PAGO,REMUNERACIONES PDTES PAGO,Liability,,,Yes,,46,,,,,,,,,,
466,REM.APORTAC.DEF.PDTES DE PAGO,REM.APORTAC.DEF.PDTES DE PAGO,Liability,,,Yes,,46,,,,,,,,,,
470,HACIENDA PUBLICA. DEUDOR,HACIENDA PUBLICA. DEUDOR,Asset,,,Yes,,47,,,,,,,,,,
471,SEGURIDAD SOCIAL. DEUDORES,SEGURIDAD SOCIAL. DEUDORES,Asset,,,Yes,,47,,,,,,,,,,
472,H.P.IVA SOPORTADO,H.P.IVA SOPORTADO,Asset,,,Yes,,47,,,,,,,,,,
473,RETENCIONES Y PAGOS A CTA,RETENCIONES Y PAGOS A CTA,Asset,,,Yes,,47,,,,,,,,,,
474,ACTIVOS POR IMPUESTO DIFERIDO,ACTIVOS POR IMPUESTO DIFERIDO,Asset,,,Yes,,47,,,,,,,,,,
475,HACIENDA PUBLICA. ACREEDOR,HACIENDA PUBLICA. ACREEDOR,Liability,,,Yes,,47,,,,,,,,,,
476,SEGURIDAD SOCIAL. ACREEDORES,SEGURIDAD SOCIAL. ACREEDORES,Liability,,,Yes,,47,,,,,,,,,,
477,HACIENDA PUBLICA.IVA REPERC.,HACIENDA PUBLICA.IVA REPERC.,Liability,,,Yes,,47,,,,,,,,,,
479,PASIVOS DIF.TEMPORARIAS IMP.,PASIVOS DIF.TEMPORARIAS IMP.,Liability,,,Yes,,47,,,,,,,,,,
480,GASTOS ANTICIPADOS,GASTOS ANTICIPADOS,Asset,,,Yes,,48,,,,,,,,,,
485,INGRESOS ANTICIPADOS,INGRESOS ANTICIPADOS,Liability,,,Yes,,48,,,,,,,,,,
490,DET.VALOR CDTOS OP.COM.,DET.VALOR CDTOS OP.COM.,Asset,,,Yes,,49,,,,,,,,,,
493,DET.VALOR CDTO.OP.COM.PART.VI,DET.VALOR CDTO.OP.COM.PART.VI,Asset,,,Yes,,49,,,,,,,,,,
499,PROVISION POR OP.COMERCIALES,PROVISION POR OP.COMERCIALES,Liability,,,Yes,,49,,,,,,,,,,
500,OBLIGACIONES Y BONOS A CORTO,OBLIGACIONES Y BONOS A CORTO,Liability,,,Yes,,50,,,,,,,,,,
502,ACC/PART.CP CONS.PASIV.FIN.,ACC/PART.CP CONS.PASIV.FIN.,Liability,,,Yes,,50,,,,,,,,,,
505,DEUDAS VALORES NEGOC.CP,DEUDAS VALORES NEGOC.CP,Liability,,,Yes,,50,,,,,,,,,,
506,INT.CP.EMPREST.Y OT.EMIS.,INT.CP.EMPREST.Y OT.EMIS.,Liability,,,Yes,,50,,,,,,,,,,
507,DIVID.ACC.PART.CONS.PASIV.FIN.,DIVID.ACC.PART.CONS.PASIV.FIN.,Liability,,,Yes,,50,,,,,,,,,,
509,VALORES NEGOCIABLES AMORTIZ.,VALORES NEGOCIABLES AMORTIZ.,Liability,,,Yes,,50,,,,,,,,,,
510,DEUDAS CP ENTID.CDTO VINC.,DEUDAS CP ENTID.CDTO VINC.,Liability,,,Yes,,51,,,,,,,,,,
511,PROVEED.INMOV.CP.PART.VINC.,PROVEED.INMOV.CP.PART.VINC.,Liability,,,Yes,,51,,,,,,,,,,
512,ACREED.ARREND.FIN.CP P.VIN,ACREED.ARREND.FIN.CP P.VIN,Liability,,,Yes,,51,,,,,,,,,,
513,OTRAS DEUDAS CP PART.VINC.,OTRAS DEUDAS CP PART.VINC.,Liability,,,Yes,,51,,,,,,,,,,
514,INT.CP DEUDAS PART.VINC.,INT.CP DEUDAS PART.VINC.,Liability,,,Yes,,51,,,,,,,,,,
520,DEUDAS CORTO ENTIDADES CDTO.,DEUDAS CORTO ENTIDADES CDTO.,Liability,,,Yes,,52,,,,,,,,,,
521,DEUDAS A CORTO PLAZO,DEUDAS A CORTO PLAZO,Liability,,,Yes,,52,,,,,,,,,,
522,DEUD.CP TRANSF.SUBV/DONAC/LEG.,DEUD.CP TRANSF.SUBV/DONAC/LEG.,Liability,,,Yes,,52,,,,,,,,,,
523,PROVEEDORES INMOVILIZADO CP,PROVEEDORES INMOVILIZADO CP,Liability,,,Yes,,52,,,,,,,,,,
524,ACREED.ARREND.FINANC.CP,ACREED.ARREND.FINANC.CP,Liability,,,Yes,,52,,,,,,,,,,
525,EFECTOS A PAGAR A CORTO,EFECTOS A PAGAR A CORTO,Liability,,,Yes,,52,,,,,,,,,,
526,DIVIDENDO ACTIVO A PAGAR,DIVIDENDO ACTIVO A PAGAR,Liability,,,Yes,,52,,,,,,,,,,
527,INT.CORTO DEUD.ENT.CDTO.,INT.CORTO DEUD.ENT.CDTO.,Liability,,,Yes,,52,,,,,,,,,,
528,INTERESES CORTO PLAZO DEUDAS,INTERESES CORTO PLAZO DEUDAS,Liability,,,Yes,,52,,,,,,,,,,
529,PROVISIONES A CORTO PLAZO,PROVISIONES A CORTO PLAZO,Liability,,,Yes,,52,,,,,,,,,,
530,PARTICIPACIONES CP PART.VINC.,PARTICIPACIONES CP PART.VINC.,Asset,,,Yes,,53,,,,,,,,,,
531,VAL.REPR.DEUDAS CP PART.VINC.,VAL.REPR.DEUDAS CP PART.VINC.,Asset,,,Yes,,53,,,,,,,,,,
532,CREDITOS CP A PARTES VINC.,CREDITOS CP A PARTES VINC.,Asset,,,Yes,,53,,,,,,,,,,
533,INT.CP.VAL.REPR.DEUD.P.VINC.,INT.CP.VAL.REPR.DEUD.P.VINC.,Asset,,,Yes,,53,,,,,,,,,,
534,INT.CP DE CREDITOS (O.P.V),INT.CP DE CREDITOS (O.P.V),Asset,,,Yes,,53,,,,,,,,,,
535,DIVID.COBRAR INV.FIN.(O.P.V),DIVID.COBRAR INV.FIN.(O.P.V),Asset,,,Yes,,53,,,,,,,,,,
539,DESEMB.PDTE.S/PART.CP P.VINC.,DESEMB.PDTE.S/PART.CP P.VINC.,Asset,,,Yes,,53,,,,,,,,,,
540,INV.FINANC.TEMP.INSTR.PATR.,INV.FINANC.TEMP.INSTR.PATR.,Asset,,,Yes,,54,,,,,,,,,,
541,VALORES REPR.DEUDAS CP,VALORES REPR.DEUDAS CP,Asset,,,Yes,,54,,,,,,,,,,
542,CREDITOS A CORTO PLAZO,CREDITOS A CORTO PLAZO,Asset,,,Yes,,54,,,,,,,,,,
543,CDTOS.ENAJ.INMOV. A CORTO,CDTOS.ENAJ.INMOV. A CORTO,Asset,,,Yes,,54,,,,,,,,,,
544,CREDITOS CP AL PERSONAL,CREDITOS CP AL PERSONAL,Asset,,,Yes,,54,,,,,,,,,,
545,DIVIDENDOS A COBRAR,DIVIDENDOS A COBRAR,Asset,,,Yes,,54,,,,,,,,,,
546,INT.CP DE VALORES REPR.DEUD.,INT.CP DE VALORES REPR.DEUD.,Asset,,,Yes,,54,,,,,,,,,,
547,INTERESES C.PLAZ.DE CREDITOS,INTERESES C.PLAZ.DE CREDITOS,Asset,,,Yes,,54,,,,,,,,,,
548,IMPOSICIONES A PLAZO CORTO,IMPOSICIONES A PLAZO CORTO,Asset,,,Yes,,54,,,,,,,,,,
549,DESEMB.PDTE.S/PART.PATRIM.CP,DESEMB.PDTE.S/PART.PATRIM.CP,Asset,,,Yes,,54,,,,,,,,,,
550,TITULAR DE LA EXPLOTACION,TITULAR DE LA EXPLOTACION,Liability,,,Yes,,55,,,,,,,,,,
551,CTA.CTE.CON SOCIOS Y ADMIN.,CTA.CTE.CON SOCIOS Y ADMIN.,Liability,,,Yes,,55,,,,,,,,,,
552,CTA.CTE.OT.PERS/ENTID.VINC.,CTA.CTE.OT.PERS/ENTID.VINC.,Liability,,,Yes,,55,,,,,,,,,,
554,CTA.CTE CON UTES.Y C.B.,CTA.CTE CON UTES.Y C.B.,Liability,,,Yes,,55,,,,,,,,,,
555,PARTIDAS PDTES APLICACION,PARTIDAS PDTES APLICACION,Liability,,,Yes,,55,,,,,,,,,,
556,DESEMB.EXIG.S/PART.PATR.NETO,DESEMB.EXIG.S/PART.PATR.NETO,Liability,,,Yes,,55,,,,,,,,,,
557,DIVIDENDOS ACTIVOS A CUENTA,DIVIDENDOS ACTIVOS A CUENTA,Owner's Equity,,,Yes,,55,,,,,,,,,,
558,SOCIOS POR DESEMB.EXIGIDOS,SOCIOS POR DESEMB.EXIGIDOS,Asset,,,Yes,,55,,,,,,,,,,
559,DERIVADOS FINANCIEROS CP,DERIVADOS FINANCIEROS CP,Asset,,,Yes,,55,,,,,,,,,,
560,FIANZAS RECIBIDAS A CORTO,FIANZAS RECIBIDAS A CORTO,Liability,,,Yes,,56,,,,,,,,,,
561,DEPOSITOS RECIBIDOS CP,DEPOSITOS RECIBIDOS CP,Liability,,,Yes,,56,,,,,,,,,,
565,FIANZAS CONSTITUIDAS CP,FIANZAS CONSTITUIDAS CP,Asset,,,Yes,,56,,,,,,,,,,
566,DEPOSITOS CONSTITUIDOS CP,DEPOSITOS CONSTITUIDOS CP,Asset,,,Yes,,56,,,,,,,,,,
567,INT.PAGADOS POR ANTICIPADO,INT.PAGADOS POR ANTICIPADO,Asset,,,Yes,,56,,,,,,,,,,
568,INT.COBRADOS POR ANTICIPADO,INT.COBRADOS POR ANTICIPADO,Liability,,,Yes,,56,,,,,,,,,,
570,CAJA EUROS,CAJA EUROS,Asset,,,Yes,,57,,,,,,,,,,
571,CAJA. MONEDA EXTRANJERA,CAJA. MONEDA EXTRANJERA,Asset,,,Yes,,57,,,,,,,,,,
572,BANCOS.C/C.VISTA EUROS,BANCOS.C/C.VISTA EUROS,Asset,,,Yes,,57,,,,,,,,,,
573,BANCOS.C/C.VISTA.MONEDA EXT.,BANCOS.C/C.VISTA.MONEDA EXT.,Asset,,,Yes,,57,,,,,,,,,,
574,BANCOS. CTAS.DE AHORRO EUROS,BANCOS. CTAS.DE AHORRO EUROS,Asset,,,Yes,,57,,,,,,,,,,
575,BANCOS. CTAS.AHORRO.M.EXT.,BANCOS. CTAS.AHORRO.M.EXT.,Asset,,,Yes,,57,,,,,,,,,,
576,INVERS.C.P. GRAN LIQUIDEZ,INVERS.C.P. GRAN LIQUIDEZ,Asset,,,Yes,,57,,,,,,,,,,
600,COMPRAS DE MERCADERIAS,COMPRAS DE MERCADERIAS,Expense,,,Yes,,60,,,,,,,,,,
601,COMPRAS DE MATERIAS PRIMAS,COMPRAS DE MATERIAS PRIMAS,Expense,,,Yes,,60,,,,,,,,,,
602,COMPRAS OT.APROVISIONAMIENTOS,COMPRAS OT.APROVISIONAMIENTOS,Expense,,,Yes,,60,,,,,,,,,,
606,DESCUENTOS SOBRE COMPRAS PP,DESCUENTOS SOBRE COMPRAS PP,Expense,,,Yes,,60,,,,,,,,,,
607,TRABAJOS REALIZ. OTRAS EMPR.,TRABAJOS REALIZ. OTRAS EMPR.,Expense,,,Yes,,60,,,,,,,,,,
608,DEVOL.COMPRAS Y OPERAC.SIMIL.,DEVOL.COMPRAS Y OPERAC.SIMIL.,Expense,,,Yes,,60,,,,,,,,,,
609,RAPPELS POR COMPRAS,RAPPELS POR COMPRAS,Expense,,,Yes,,60,,,,,,,,,,
610,VARIAC.EXIST.MERCADERIAS,VARIAC.EXIST.MERCADERIAS,Expense,,,Yes,,61,,,,,,,,,,
611,VARIAC.EXIST.MAT.PRIMAS,VARIAC.EXIST.MAT.PRIMAS,Expense,,,Yes,,61,,,,,,,,,,
612,VARIAC.EXIST.OTROS APROV.,VARIAC.EXIST.OTROS APROV.,Expense,,,Yes,,61,,,,,,,,,,
620,GTS INVESTIGAC.Y DESARROLLO,GTS INVESTIGAC.Y DESARROLLO,Expense,,,Yes,,62,,,,,,,,,,
621,ARRENDAMIENTOS Y CANONES,ARRENDAMIENTOS Y CANONES,Expense,,,Yes,,62,,,,,,,,,,
622,REPARACIONES Y CONSERVACION,REPARACIONES Y CONSERVACION,Expense,,,Yes,,62,,,,,,,,,,
623,SERV.DE PROF.INDEPENDIENTES,SERV.DE PROF.INDEPENDIENTES,Expense,,,Yes,,62,,,,,,,,,,
624,TRANSPORTES,TRANSPORTES,Expense,,,Yes,,62,,,,,,,,,,
625,PRIMAS DE SEGUROS,PRIMAS DE SEGUROS,Expense,,,Yes,,62,,,,,,,,,,
626,SERVICIOS BANCARIOS Y SIMIL.,SERVICIOS BANCARIOS Y SIMIL.,Expense,,,Yes,,62,,,,,,,,,,
627,PUBLIC/PROPAG/REL.PCAS,PUBLIC/PROPAG/REL.PCAS,Expense,,,Yes,,62,,,,,,,,,,
628,SUMINISTROS,SUMINISTROS,Expense,,,Yes,,62,,,,,,,,,,
629,OTROS SERVICIOS,OTROS SERVICIOS,Expense,,,Yes,,62,,,,,,,,,,
630,IMPUESTO SOBRE BENEFICIOS,IMPUESTO SOBRE BENEFICIOS,Expense,,,Yes,,63,,,,,,,,,,
631,OTROS TRIBUTOS,OTROS TRIBUTOS,Expense,,,Yes,,63,,,,,,,,,,
633,AJSTES NEG.IMPOS.S/BENEF.,AJSTES NEG.IMPOS.S/BENEF.,Expense,,,Yes,,63,,,,,,,,,,
634,AJ.NEGATIVO IMPOS.INDIR.,AJ.NEGATIVO IMPOS.INDIR.,Expense,,,Yes,,63,,,,,,,,,,
636,DEVOLUCION DE IMPUESTOS,DEVOLUCION DE IMPUESTOS,Expense,,,Yes,,63,,,,,,,,,,
638,AJSTES POSIT.IMPOS.S/BENEF.,AJSTES POSIT.IMPOS.S/BENEF.,Expense,,,Yes,,63,,,,,,,,,,
639,AJ.POSITIVO IMPOS.INDIR.,AJ.POSITIVO IMPOS.INDIR.,Expense,,,Yes,,63,,,,,,,,,,
640,SUELDOS Y SALARIOS,SUELDOS Y SALARIOS,Expense,,,Yes,,64,,,,,,,,,,
641,INDEMNIZACIONES,INDEMNIZACIONES,Expense,,,Yes,,64,,,,,,,,,,
642,SEG.SOC.CARGO DE LA EMPRESA,SEG.SOC.CARGO DE LA EMPRESA,Expense,,,Yes,,64,,,,,,,,,,
649,OTROS GASTOS SOCIALES,OTROS GASTOS SOCIALES,Expense,,,Yes,,64,,,,,,,,,,
650,PERD.CDTOS COM.INCOBRABLES,PERD.CDTOS COM.INCOBRABLES,Expense,,,Yes,,65,,,,,,,,,,
651,RESULTADOS OPERAC.EN COMUN,RESULTADOS OPERAC.EN COMUN,Expense,,,Yes,,65,,,,,,,,,,
655,OTROS GASTOS VARIABLES,OTROS GASTOS VARIABLES,Expense,,,Yes,,65,,,,,,,,,,
659,OTRAS PERD.GESTION CORRIENTE,OTRAS PERD.GESTION CORRIENTE,Expense,,,Yes,,65,,,,,,,,,,
660,GTS.FINANC.ACTUALIZ.PROVIS.,GTS.FINANC.ACTUALIZ.PROVIS.,Expense,,,Yes,,66,,,,,,,,,,
661,INT.OBLIGACIONES Y BONOS,INT.OBLIGACIONES Y BONOS,Expense,,,Yes,,66,,,,,,,,,,
662,INTERESES DEUDAS,INTERESES DEUDAS,Expense,,,Yes,,66,,,,,,,,,,
663,PERD.VAL. ACT/PAS.FIN.VALOR RAZ.,PERD.VAL. ACT/PAS.FIN.VALOR RAZ.,Expense,,,Yes,,66,,,,,,,,,,
664,GTOS.DIVID.ACC/PART.PASIVOS FINANC,GTOS.DIVID.ACC/PART.PASIVOS FINANC,Expense,,,Yes,,66,,,,,,,,,,
665,INT.DCTO.EFECT.Y OP.FACTORING,INT.DCTO.EFECT.Y OP.FACTORING,Expense,,,Yes,,66,,,,,,,,,,
666,PERD.EN PART/VAL.REPR.DEUDAS,PERD.EN PART/VAL.REPR.DEUDAS,Expense,,,Yes,,66,,,,,,,,,,
667,PERDIDAS CDTOS NO COMERCIALES,PERDIDAS CDTOS NO COMERCIALES,Expense,,,Yes,,66,,,,,,,,,,
668,DIFERENCIAS NEGATIVAS CAMBIO,DIFERENCIAS NEGATIVAS CAMBIO,Expense,,,Yes,,66,,,,,,,,,,
669,OTROS GASTOS FINANCIEROS,OTROS GASTOS FINANCIEROS,Expense,,,Yes,,66,,,,,,,,,,
670,PERD.INMOVIL.INTANGIBLE,PERD.INMOVIL.INTANGIBLE,Expense,,,Yes,,67,,,,,,,,,,
671,PERD.INMOVIL.MATERIAL,PERD.INMOVIL.MATERIAL,Expense,,,Yes,,67,,,,,,,,,,
672,PERD.INVERSIONES INMOBILIARIAS,PERD.INVERSIONES INMOBILIARIAS,Expense,,,Yes,,67,,,,,,,,,,
673,PERD.PARTICIPAC.LP PARTES.VINC.,PERD.PARTICIPAC.LP PARTES.VINC.,Expense,,,Yes,,67,,,,,,,,,,
675,PERD.OPERAC.OBLIGAC.PROPIAS,PERD.OPERAC.OBLIGAC.PROPIAS,Expense,,,Yes,,67,,,,,,,,,,
678,GASTOS EXCEPCIONALES,GASTOS EXCEPCIONALES,Expense,,,Yes,,67,,,,,,,,,,
680,AMORTIZ.DEL INMOV.INTANGIBLE,AMORTIZ.DEL INMOV.INTANGIBLE,Expense,,,Yes,,68,,,,,,,,,,
681,AMORTIZ.DEL INMOV.MATERIAL,AMORTIZ.DEL INMOV.MATERIAL,Expense,,,Yes,,68,,,,,,,,,,
682,AMORTIZ.DE INV.INMOBILIARIAS,AMORTIZ.DE INV.INMOBILIARIAS,Expense,,,Yes,,68,,,,,,,,,,
690,PERD.DETERIORO INMOV.INTANG.,PERD.DETERIORO INMOV.INTANG.,Expense,,,Yes,,69,,,,,,,,,,
691,PERD.DETERIORO INMOV.MAT.,PERD.DETERIORO INMOV.MAT.,Expense,,,Yes,,69,,,,,,,,,,
692,PERD.DETERIORO INV.INMOB.,PERD.DETERIORO INV.INMOB.,Expense,,,Yes,,69,,,,,,,,,,
693,PERD.DETERIORO EXISTENCIAS,PERD.DETERIORO EXISTENCIAS,Expense,,,Yes,,69,,,,,,,,,,
694,PERD.DETERIORO CTOS OP.COM.,PERD.DETERIORO CTOS OP.COM.,Expense,,,Yes,,69,,,,,,,,,,
695,DOTAC.PROV.POR OP.COMERCIALES,DOTAC.PROV.POR OP.COMERCIALES,Expense,,,Yes,,69,,,,,,,,,,
696,PERD.DET.PART/VAL.REP.DEUD.LP,PERD.DET.PART/VAL.REP.DEUD.LP,Expense,,,Yes,,69,,,,,,,,,,
697,PERDIDAS DETERIORO CDTOS LP,PERDIDAS DETERIORO CDTOS LP,Expense,,,Yes,,69,,,,,,,,,,
698,PERD.DET.PART/VAL.REP.DEUD.CP,PERD.DET.PART/VAL.REP.DEUD.CP,Expense,,,Yes,,69,,,,,,,,,,
699,PERDIDAS DETERIORO CDTOS CP,PERDIDAS DETERIORO CDTOS CP,Expense,,,Yes,,69,,,,,,,,,,
700,VENTAS DE MERCADERIAS,VENTAS DE MERCADERIAS,Revenue,,,Yes,,70,,,,,,,,,,
701,VENTAS PRODUCTOS TERMINADOS,VENTAS PRODUCTOS TERMINADOS,Revenue,,,Yes,,70,,,,,,,,,,
702,VENTAS PRODUCTOS SEMITERM.,VENTAS PRODUCTOS SEMITERM.,Revenue,,,Yes,,70,,,,,,,,,,
703,VTAS SUBPRODUCTOS Y RESIDUOS,VTAS SUBPRODUCTOS Y RESIDUOS,Revenue,,,Yes,,70,,,,,,,,,,
704,VENTAS ENVASES Y EMBALAJES,VENTAS ENVASES Y EMBALAJES,Revenue,,,Yes,,70,,,,,,,,,,
705,PRESTACIONES DE SERVICIOS,PRESTACIONES DE SERVICIOS,Revenue,,,Yes,,70,,,,,,,,,,
706,DCTO S/VTAS POR PRONTO PAGO,DCTO S/VTAS POR PRONTO PAGO,Revenue,,,Yes,,70,,,,,,,,,,
708,DEVOLUC.VTAS Y OPERAC.SIMIL.,DEVOLUC.VTAS Y OPERAC.SIMIL.,Revenue,,,Yes,,70,,,,,,,,,,
709,RAPPELS SOBRE VENTAS,RAPPELS SOBRE VENTAS,Revenue,,,Yes,,70,,,,,,,,,,
710,VARIACION EXIST.PROD.EN CURSO,VARIACION EXIST.PROD.EN CURSO,Revenue,,,Yes,,71,,,,,,,,,,
712,VARIACION EXIST.PROD.TERMIN.,VARIACION EXIST.PROD.TERMIN.,Revenue,,,Yes,,71,,,,,,,,,,
713,VARIAC.EX.SUBP.RESID/MAT.REC.,VARIAC.EX.SUBP.RESID/MAT.REC.,Revenue,,,Yes,,71,,,,,,,,,,
730,TRABAJOS REALIZ.INMOV.INTANG.,TRABAJOS REALIZ.INMOV.INTANG.,Revenue,,,Yes,,73,,,,,,,,,,
731,TRABAJOS REALIZ.INMOV.MAT.,TRABAJOS REALIZ.INMOV.MAT.,Revenue,,,Yes,,73,,,,,,,,,,
732,TRABAJ.REALIZ.INVERS.INMOBIL.,TRABAJ.REALIZ.INVERS.INMOBIL.,Revenue,,,Yes,,73,,,,,,,,,,
733,TRABAJ.REALIZ.INMOV.MAT.CURSO,TRABAJ.REALIZ.INMOV.MAT.CURSO,Revenue,,,Yes,,73,,,,,,,,,,
740,SUB/DON/LEG.A LA EXPLOTACION,SUB/DON/LEG.A LA EXPLOTACION,Revenue,,,Yes,,74,,,,,,,,,,
746,SUB/DON/LEG.K TRANS.RTDO EJ.,SUB/DON/LEG.K TRANS.RTDO EJ.,Revenue,,,Yes,,74,,,,,,,,,,
747,OT.SUB/DON/LEG.TRANS.RDO EJ.,OT.SUB/DON/LEG.TRANS.RDO EJ.,Revenue,,,Yes,,74,,,,,,,,,,
751,RTDOS.OPERACIONES EN COMUN,RTDOS.OPERACIONES EN COMUN,Revenue,,,Yes,,75,,,,,,,,,,
752,INGRESOS POR ARRENDAMIENTOS,INGRESOS POR ARRENDAMIENTOS,Revenue,,,Yes,,75,,,,,,,,,,
753,INGR.PROP.IND.CEDIDA EXPLOT.,INGR.PROP.IND.CEDIDA EXPLOT.,Revenue,,,Yes,,75,,,,,,,,,,
754,INGRESOS POR COMISIONES,INGRESOS POR COMISIONES,Revenue,,,Yes,,75,,,,,,,,,,
755,INGR.POR SERVICIOS PERSONAL,INGR.POR SERVICIOS PERSONAL,Revenue,,,Yes,,75,,,,,,,,,,
759,INGRESOS SERVICIOS DIVERSOS,INGRESOS SERVICIOS DIVERSOS,Revenue,,,Yes,,75,,,,,,,,,,
760,INGR.PART.INST.DE PATRIMONIO,INGR.PART.INST.DE PATRIMONIO,Revenue,,,Yes,,76,,,,,,,,,,
761,INGR.VALORES REPR.DEUDA,INGR.VALORES REPR.DEUDA,Revenue,,,Yes,,76,,,,,,,,,,
762,INGRESOS DE CREDITOS,INGRESOS DE CREDITOS,Revenue,,,Yes,,76,,,,,,,,,,
763,BENEF.VAL.INST.FIN.VALOR RAZ.,BENEF.VAL.INST.FIN.VALOR RAZ.,Revenue,,,Yes,,76,,,,,,,,,,
766,BENEF.EN PART/VAL.REP.DEUDA,BENEF.EN PART/VAL.REP.DEUDA,Revenue,,,Yes,,76,,,,,,,,,,
768,DIFERENCIAS POSITIVAS CAMBIO,DIFERENCIAS POSITIVAS CAMBIO,Revenue,,,Yes,,76,,,,,,,,,,
769,OTROS INGRESOS FINANCIEROS,OTROS INGRESOS FINANCIEROS,Revenue,,,Yes,,76,,,,,,,,,,
770,BENEF.INMOVIL.INTANGIBLE,BENEF.INMOVIL.INTANGIBLE,Revenue,,,Yes,,77,,,,,,,,,,
771,BENEF.INMOVIL.MATERIAL,BENEF.INMOVIL.MATERIAL,Revenue,,,Yes,,77,,,,,,,,,,
772,BENEF.INVERS.INMOBILIARIAS,BENEF.INVERS.INMOBILIARIAS,Revenue,,,Yes,,77,,,,,,,,,,
773,BENEF.PARTIC.LP PARTES VINC.,BENEF.PARTIC.LP PARTES VINC.,Revenue,,,Yes,,77,,,,,,,,,,
775,BENEF.OPERAC.OBLIGAC.PROPIAS,BENEF.OPERAC.OBLIGAC.PROPIAS,Revenue,,,Yes,,77,,,,,,,,,,
778,INGRESOS EXCEPCIONALES,INGRESOS EXCEPCIONALES,Revenue,,,Yes,,77,,,,,,,,,,
790,REVERSION DET.INMOV.INTANG.,REVERSION DET.INMOV.INTANG.,Revenue,,,Yes,,79,,,,,,,,,,
791,REVERSION DET.INMOV.MATERIAL,REVERSION DET.INMOV.MATERIAL,Revenue,,,Yes,,79,,,,,,,,,,
792,REVERSION DET.INVERS.INMOB.,REVERSION DET.INVERS.INMOB.,Revenue,,,Yes,,79,,,,,,,,,,
793,REVERSION DET.EXISTENCIAS,REVERSION DET.EXISTENCIAS,Revenue,,,Yes,,79,,,,,,,,,,
794,REVERSION DET.CDTOS OP.COM.,REVERSION DET.CDTOS OP.COM.,Revenue,,,Yes,,79,,,,,,,,,,
795,EXCESO DE PROVISIONES,EXCESO DE PROVISIONES,Revenue,,,Yes,,79,,,,,,,,,,
796,REV.DET.PART/VAL.REPR.DEUD.LP,REV.DET.PART/VAL.REPR.DEUD.LP,Revenue,,,Yes,,79,,,,,,,,,,
797,REVERSION DETERIORO CDTOS LP,REVERSION DETERIORO CDTOS LP,Revenue,,,Yes,,79,,,,,,,,,,
